,tweets,label
1939,i'll kms because of him,1
1940,I hate food so fucking much.,2
1941,we ve got guided  meditation in [redacted]  with minute guided meditations for anxiety relief and the basics of min,0
1942,next decades. it wasnt easy to continue living up till now and you're telling me to restart it im gonna kms,1
1943,Maybe getting drunk will work as a way to stop the screaming inside my head.,2
1944,skype therapy using mindfulness for overcoming  anxiety  depression  addiction without drugs  treat the underlying problem,0
1945,battery is draining rapidly kms,1
1946,God who knew relapsing would make me want to cut my skin open 24/7 lile seriously my anxiety is so bad right now,2
1947,sharedquestions  is planting trees good for mental health   anxiety  globalwarming  individualactions,0
1948,yea im about to kms,1
1949,"I can't sleep anymore, i can't eat anymore, i feel either numb or too much. Falling back into depression after knowing that I was doing fine",2
1950,depression is about your past  being present allows for your intuition to activate  anxiety occurs because of fear,0
1951,You guys think Im funny but Im actually just trying to not KMS atm,1
1952,Its so much worse after knowing what medication can do to help. I feel like I'm falling apart but I'm past the point where I give a fuck,2
1953,[redacted] for rehabilitation and psychotherapy  ,0
1954,just realized I have a [redacted] haircut currently excuse me while I go kms,1
1955,Im losing my motivation for everything and the stress is piling up. I just want to be dead,2
1956,mentalhealth is real  look after yourselves  is where i spend time to relieve  stress,0
1957,you don't understand i'm going to kms if twitter keeps tweeting these links,1
1958,I don't think I've ever been so close to killing myself. I wonder if my sister would even realize,2
1959,anxiety   insomnia   bipolardisorder or  schizophrenia are conditions that are often manifested due to a complex pattern,0
1960,Ugh that was not my fault. [redacted] taxed me and I was tryna defend myself. Now hes singing and I would like to kms,1
1961,I don't want to relapse but at the same time I  do?,2
1962,men find it a bit more challenging and demonstrate a bit more reluctance than women to ask for help when they may struggle with depression,0
1963,I'm gonna kms if I have to thread another fucking pipe,1
1964,I am upset more these days. I thought I was getting better and now I'm back down the rabbit hole,2
1965,what are the top three ways you deal with stress   anxiety  youthindia  selflove  selfcare  motivation,0
1966,When you get a piece with a sniper and you thought you clipped it but... you didnt... gonna kms... its never happening again that was so sexy,1
1967,I still haven't let go. I still think about her everyday. I wish she hadn't left us,2
1968,skype counseling therapy for the treatment of  anxiety   depression without depending on medications  contact me and i ll help you,0
1969,he called me and said he's mad at me kms,1
1970,"I feel more and more inclined to relapse these days. I feel so alone, yet i continue to isolate myself more. I don't know what to do.",2
1971,online mindfulness based cognitive behavioral therapy  mbct  via skype for recovery from  anxiety and  depression,0
1972,Im gonna kms i think we have an exam in french tomorrow,1
1973,"Ive been feeling pretty worthless again...hi everyone, Ive missed you guys. Its been six months since Ive been on this account, and all I want to do is to kill myself",2
1974,you can free yourself from  anxiety and  catastrophizing in the  newyear  enjoy this tested  book  via,0
1975,Im re watching [redacted] and honestly i just wanna kms at this point,1
1976,Does anyone else feel the urge to harm themselves but doesn't because they can fight it but still has those urges or is it just me,2
1977,online therapy for anxiety and panic attacks  get the help you need to overcome anxiety  panic attacks through minimum effort,0
1978,did u just tell me to kms?,1
1979,I feel sick and so alone.,2
1980,via [redacted] police department dont neglect your mental health during this pandemic,0
1981,that shit is atrocious it made me wanna kms,1
1982,"She used me... I want to die, I loved her for 2 years and for what this world is a lie and love is bliss, fuck off everyone",2
1983,depression  anxiety   music for me has been a lifesaver  through music  i think  smile  remember  have cried as,0
1984,This song has been stuck in my head all fucking day im gonna kms,1
1985,I messed up and I deserve it,2
1986,panic attacks  agoraphobia  the article at the following link describes how eft can help,0
1987,i want to fucking kms lol,1
1988,I really hate everything about myself and I'm tired of constantly trying to pick up all the broken pieces of myself and put them back.,2
1989,psychologist advice on dealing with unwanted thoughts  anxiety  mentalhealth,0
1990,literally giving spaces feature to people who shouldn't have that power kms,1
1991,"I wish it was you I was holding close tonight, not my knees with tears streaming down my face.",2
1992,stoic practices to relieve your anxiety today  stoicism  anxiety,0
1993,I WiSh I hAd YoUr CoNfideNce If I got that comment Id want to kms. Its so back handed,1
1994,"I thought I was doing okay, but I'm faking back down to that numbness I grew so comfortable in.",2
1995,eco anxiety is a thing  here s some great coping strategies from to help support kids who may be depressed,0
1996,idk why can't people here act as if I'm not in the room when they speak about me hello I'm  depressed not psychotic,1
1997,Some days I wake up and think that I look fine. Most days I wake up and think I'm disgusting. I never felt this way,2
1998,this yells at me  take care of yourself first or there s nothing to give just like oxygen on an airplane,0
1999,"Do I have any hopes for the future? Yes, definitely. Do I believe in myself? No, definitely not.  depressed  hopefull  mindfuck",1
2000,"I'm so tired of feeling unwanted and helpless. Even with friends surrounding me, I feel like an outcast. ",2
2001,[redacted] brian s the worry  less  book is simply the best  socialemotionallearning resource to help  kids with social anxiety,0
2002,My java partner bailed on me so I had to do the rest of the project by myself after I had already sent them my half of the code. Fml wanna killmyself,1
2003,"You tried to fix me when I wasn't broken. Now that I'm broken, where were you to fix me? ",2
2004,dont neglect your mental health during this pandemic  pm me  suicideprevention  mentalhealth  depression,0
2005,Having a mental breakdown after work is always fun. Yaaaa,1
2006,"I'm back where I started, where I feel worthless and alone. Where I'm not good enough or good looking enough.",2
2007,hitting the  pandemicwall   free  mindfulness  retreat where u can learn techniques to man age  fear   anxiety,0
2008,I overthink everything and one day it'll be my downfall.,1
2009,I'm a collection of things that no one ever wanted.,2
2010,how reframing your  anxiety this way can help conquer impostor syndrome  career via,0
2011,When your dad says he's going to shove your head in the dryer and turn it on just because you didn't do the laundry on time -[redacted],1
2012,"You told me you cared, then turned away when I needed you most. ",2
2013,books are a great way to start a discussion with your child child s classmates about selective mutism  here s some ways this can be done,0
2014,"It's been awhile since I've felt this low, and here I thought I was doing better. Looks like I lied to myself. ",1
2015,Had anxiety almost all day today. It was the worst it's been in almost a year,2
2016,is money a constant cause of anxiety and a source of stress   by [redacted]   anxiety  stress,0
2017,So many things going through my head and I don't know what to do.,1
2018,I was doing so well and it all came crashing down. Tired of getting up on to be pushed back.,2
2019,how to spot  anxiety and stop it  featuring [redacted]  howtotreatanxiety  [redacted]  treatanxiety,0
2020,Tired of being taking advantage of. I always make an effort to talk or hang out with people but their busy till they need something.,1
2021,Why does my father hate me?,2
2022,online mindfulness based stress management  learn how to manage stress by managing your thoughts,0
2023,My whole friendship was a lie for 2 whole fucking years and now I wonder what else and who else was fucking fake,1
2024,"And when I finally break down, I'm afraid the tears will never stop.",2
2025,stressful situations increase alcohol craving and consumption in alcohol use disorder  aud  and non aud drinkers,0
2026,Started junior year today and then first thing I want to do is die,1
2027,Please...I don't think I can handle much more.,2
2028,tw  a snippet of a powerful interview  addiction  anxiety  suicideprevention  mensmentalhealth,0
2029,"Guys, I start Senior year tomorrow. Holy shit. I'm not ready for this. Time fucking flies. I wanna kill myself -[redacted]",1
2030,"Suddenly, nothing mattered anymore. ",2
2031,helping kids deal with  anxiety in uncertain times,0
2032,The teacher decided to seat me next to my ex for the entire year. So much anxiety....,1
2033,Now my world is black and white.,2
2034,thank you for this advice its the best advice ive had for my anxiety no joke its helped me a lot and i feel a lot better,0
2035,feeling anxious about my face,1
2036,I'm a fucking mess,2
2037,depression  anxiety   music for me has been a lifesaver  through music  i think  smile  remember  have cried as well,0
2038,"honey, im my own hater",1
2039,I feel like I'm suffocating but yet I also can still feel myself breathing. I don't understand myself at all,2
2040,social isolation can be harmful for  mentalhealth,0
2041,one thing i dont like is the way things are,1
2042,Hit me hard and I'm not okayï¿½,2
2043,please reach out to your [redacted] representative about [redacted] house bill   this bill can help those with mental health,0
2044,my face really gets on my nerves,1
2045,I feel like I'm suffocating.,2
2046,it could also be the mental place where you feel comfortable and safe   mentalhealth  anxiety  thrice  wellbeing,0
2047,hey sorry to bother you but can you quickly validate my existence,1
2048,Slowly drowning from myself.,2
2049,the  muscle of the soul  may be triggering your fear and anxiety  here s how to unlock it,0
2050,sometimes i think my self-esteem is getting better and then its like...,1
2051,"My demons are the only thing that seems to care, I donï¿½t think anyone would give a fuck if I just dissapeared one day",2
2052,ptsd   depression  and  anxiety may not be  mentaldiseases   study says,0
2053,*whispers during sex* do you think im enough?,1
2054,But I play the part of an idiot so know one finds out.,2
2055,mental health in   what we ll experience and overcome  mentalhealth  mentalillness  therapy  psychology,0
2056,"please keep society away from me, thx",1
2057,Will I ever be something anyone wants?,2
2058,strategies to boost your mood this  valentinesday      as the holiday approaches  many are experiencing  anxiety  depression has become very common,0
2059,i love blaming myself for shit that doesnt involve me,1
2060,"At the brink of insanity, yet no one would even guess that I'm crying on the inside.",2
2061,how do i release stress and anxiety in a healthy way   anxiety  stress  stressrelief,0
2062,i cant wait to tell you about my suffering,1
2063,I feel my strength slip everyday and myself fall down and down and down.,2
2064,anxiety is something that can be cured  you just need to have the right tools and strategies for breaking it,0
2065,am i ready to become a better me? not really,1
2066,My parents would be happier if I was dead. Then they wouldn't fight about me Anymore,2
2067,nyc  psychotherapy blog   tips for  coping with  panic attacks  panicattacks  anxiety,0
2068,im not that good at being a person,1
2069,I'm empty inside,2
2070,it has been determined those with  foodallergies have a higher likelihood to experience prolonged periods of worry  stress and anxiety,0
2071,"There should be a restaurant where they kill you, can I get a reservation",1
2072,I've pushed everything that mattered away,2
2073,in this blog post  we share tips you can try in moments of high anxiety and stress,0
2074,i think ill spend the day imagining the worst,1
2075,I feel so alone in a world filled with people who don't care,2
2076,you have reached a mental health checkpoint  stop what your doing and watch the tik tok below for some daily reminders to be mentally fit,0
2077,"no, i cant just accept myself as i am",1
2078,No one needs to be burdened with my pain,2
2079,people experiencing  anxiety   depression are more likely to have gut  microbiota profiles that promote,0
2080,want to text someone hi! was just thinking about your dick but thats how every great tragedy begins,1
2081,If I disappear no one will notice I'm gone. ,2
2082,an interesting new psychiatric treatment option  ketamine is a novel experimental treatment that is providing hope to those with anxiety,0
2083,how do you be nice to yourself without thinking it's a lie,1
2084,I'm ugly. I'm fat. I'm lonely. I'm useless. I'm pathetic. I'm always the ugly friend. I'm always the third wheel. I hate myself.,2
2085,the pandemic has increased already high  anxiety and  depression rates for students and staff  here are five strategies to cope,0
2086,"hi, im the long-term effects of low self-esteem",1
2087,Funny how someone who claims they love you is the one that hurts you the most. I'm back where I started. I hate myself all over again.,2
2088,"""much current anxiety and stress has every little to do with current events ""   [redacted] you can free yours",0
2089,fear of failure keeps me warm at night,1
2090,"It's so great how every time I'm finally happy, everything come crushing down. Tired of getting my hopes up. ",2
2091,what is your story  tell me how you are  how you feel and how you deal with your bipolar and other associated mental disorders,0
2092,why does everyone have to make everything so stupid,1
2093,I'm so done with this. This life this way of living I donï¿½t want to exist,2
2094,i created this account to talk about  mentalhealth and my experiences with  bipolar   depression and  anxiety,0
2095,what's this? oh it's just the pile of shame i carry around thank you,1
2096,My heart is empty just like my stomach. My mind is full just like my stress levels,2
2097,did you know that hugging and cuddling kills depression  relieves anxiety and more  make sure you get those extra hugs,0
2098,U ever killed your own vibe from thinking too much,1
2099,I've carried a broken heart for years ready to give to someone else so they can break it even more.,2
2100,genetic basis links prescription  opioid use to risk for major depressive disorder   anxiety and stress related disorders,0
2101,Who need April fools when ur whole life is a joke.,1
2102,Alright. Everything fucking sucks right now going completely wrong. - [redacted],2
2103,use these tips to help your child deal with anxiety  childpsychology  parenting,0
2104,Shit sucks when you cant talk to anyone about whats going on in ur head,1
2105,Having so much emotional pain it becomes physical.,2
2106,st instalment of my little things  to keep going and stay alive  series   mentalhealthawareness  mentalhealth,0
2107,"enjoy your body positivity, i'll be over here being negative about mine",1
2108,Maybe I don't want to be alive,2
2109,how can you help your child cope during a disaster or crisis   anxiety  parenting,0
2110,listening to music to cheer myself up? nahh listening to music to trigger myself and cry? oh yes.,1
2111,Maybe I'm the one whose toxic,2
2112,depression  anxiety   music for me has been a lifesaver  through music  i think  smile  remember,0
2113,"one second youre the most incredible person in the world, the other youre so evil i cant even stand that",1
2114,"No one needs me, I am a burden ",2
2115,overcome driving  anxiety through online mindfulness therapy via skype  most people see significant results after,0
2116,i hate looking in the mirror,1
2117,"I really, really, really hate myself.- [redacted]",2
2118,one easy way to process and cope with your anxiety  puppies,0
2119,my mood swings are literally a nightmare,1
2120,I will amount to nothing,2
2121,calling a  suicidehotline as part of a  selfharm care plan  selfinjury  selfcare,0
2122,stop fucking drowning for people who won't get in the damn water for you.,1
2123,"I just held my knife to my skin for the first time in a LONG time and I don't really know why, it feels nice to have pain ",2
2124,looking for an online therapist  skype therapy for the treatment of  anxiety  depression  ocd  addiction  ptsd,0
2125,It's so sad I keep meeting people and I think they are wonderful but they turn out to be the death of me.,1
2126,I just want to destroy myself at this point,2
2127,feeling anxious  restore calm with breath  take a quick deep breath in through your nose hold a few seconds exhale,0
2128,"always ""immature"" always ""rude"" always ""wrong"" always a failure.",1
2129,I don't know why I even live,2
2130,speak to a therapist online for anxiety and depression  visit   onlinetherapy  anxiety,0
2131,every single thing i do i end up being yelled at,1
2132,"I'm losing my sanity slowly , more I stay here the more I hate myself",2
2133,access free workshop here   flow  entrepreneurs  hoteliers,0
2134,everything i do make my parents mad.,1
2135,I'm sorry for all hose I burden,2
2136,the relationship between  anxiety and learning disabilities in children  mentalhealth,0
2137,I'm sick of always being yelled at,1
2138,"I'm lost in a sea of hopelessness, someone save me",2
2139,a harsh inner critic is linked to people struggling with  depression and  anxiety  here s how to combat it,0
2140,"It's my fault, it's always my fault every time I have a problem that can't be solved.",1
2141,I don't know why I continue to torture everyone by living,2
2142,how i m using  tarot cards for  recovery from  childhoodtrauma  new   mentalhealth,0
2143,Always my fucking fault,1
2144,I deserve nothing but a horrible existence,2
2145,separation anxiety disorder in children    mentalhealth  mentalillness  anxiety,0
2146,Do you think I actually fucking enjoy having mental illnesses?!,1
2147,I just want the world to stop so I can take a breath,2
2148,looking for online treatment via skype for anxiety attacks  get the help you need to overcome  anxiety  panic attacks,0
2149,I AM SO ANGRY,1
2150,I never could once I realized everyone hated me and wouldn't miss me once I was dead,2
2151,mood and food   did you know that anxiety and depression are just two mood disorder symptoms that an unhealthy diet can lead to,0
2152,I AM SO MAD I WANNA KILL SOMEONE,1
2153,I'm afraid that no one can love me,2
2154,failure to urinate heightens the person s  anxiety  particularly if the bladder is uncomfortably full,0
2155,"fuck it all fuck this world fuck everything that you stand for don't belong, don't exist don't give a shit don't ever judge me!!!!!!",1
2156,Everyone keeps yelling at me and it's stressing me out,2
2157,looking for online therapy to overcome  ocd and  anxiety  online  mindfulness therapy through skype,0
2158,I'm scared I'll be murdered 25/8. lmao sike by church hoes,1
2159,I'm just a burden on everyone,2
2160,my depression membership programme is created for those of you who may want to seek therapeutic services  but are unable to afford it,0
2161,my anxiety is eating me alive this morning,1
2162,Death is my only wish now,2
2163,eft can potentially help reduce the feelings of stress and anxiety associated with post traumatic stress disorder,0
2164,I can't wait to finish this fucking school day,1
2165,I've had enough pain to last me a million life times,2
2166,online therapist for the treatment of post traumatic stress disorder  ptsd  through  mindfulness therapy  get help,0
2167,i never choose to have depression and i don't fucking know why people keep pushing me for it.,1
2168,I just fake the happiness,2
2169,looking for an online therapist for overcoming anxiety and panic attacks via skype  go to,0
2170,"I feel so fat and worthless, always fat and worthless",1
2171,My mental health is deteriorating and I don't know who to talk to anymore,2
2172,looking for online therapy for anxiety  depression  talk with a therapist online via skype for help overcoming anxiety,0
2173,I hate when people judge me for being depressed like LETS SWITCH AND SEE YOU IN MY SHOES BITCH,1
2174,I feel lost even in a crowd of people.,2
2175,passion flower for anxiety relief  anxiety  healnaturally,0
2176,"stop telling me that if I'll be positive I'll feel better, if I could think positively why would I go to fucking mental hospital u dumbass?!",1
2177,"I hate my body so much. I feel so heavy all the time. I wanna feel light, good..",2
2178,sit down and think about things  most of us can think of  anxiety as being a useful function,0
2179,"""i see you're keeping your feelings inside, that's good keep going."" I see you're dying, that's good keep going and die",1
2180,"I just want to be happy and not think about how much I weigh, how I look and what people think..but it's just so fucking difficult",2
2181,how to treat panic disorder without medication  get the help you need to overcome  anxiety  panic attacks,0
2182,i fucking hate people,1
2183,"My mind is so fucked up, but I don't wanna tell anyone. ",2
2184,are you a new  mom struggling with postpartum  anxiety  while it s normal to experience some worries when your baby is newly born,0
2185,i really don't feel like existing today,1
2186,I feed off of bad energy. The sadder I feel the better.,2
2187,looking for online therapy for the treatment of  ocd and  anxiety  online  mindfulness therapy for the treatment,0
2188,"Unfortunately, I woke up again lol",1
2189,I'm so weak and pathetic,2
2190,people experiencing  anxiety   depression are more likely to have gut  microbiota profiles,0
2191,"Everyone has something to offer the world. For instance, you and your horrible life make everyone else feel great about theirs.",1
2192,Maybe they'd love me if I was dead,2
2193,skype therapist here to help you overcome  anxiety and  depression without medication  see,0
2194,Maybe being born was a bad idea lol,1
2195,I'm just searching for someone who actually wants me alive.,2
2196,don t lose hope  when it gets darkest the stars come out    cptsd  healing  anxiety  complextraumarecovery,0
2197,Nothing is more embarrassing than being alive lmao,1
2198,I don't feel whole anymore,2
2199,i wrote a letter to my anxiety for my mental health series with   i hope that anyone suffering with anxiety can benefit from this,0
2200,Why put off til tomorrow what you can fail at today?,1
2201,Most people think that I'm this loud and happy guy. I'm just a guy who does his best to smile and hide the pain.,2
2202,online  mindfulness therapy via skype  learn how to apply mindfulness  meditation to overcome  anxiety and depression,0
2203,Today is a new day! The new day also sucks.,1
2204,"I wasn't meant to live a ""full"" life ",2
2205,the five minute triple column technique to try if you re feeling anxious via thrive global  cbt  anxiety,0
2206,"No matter how bad it seems, it could always be worse. And, hey, it will be.",1
2207,"I'm losing everything, everything there is inside me",2
2208,i let go of fear  courageously move forward with a peaceful heart   anxiety soothing  affirmation  for more  gt,0
2209,"Yeah, things are horrible, but so is everything else.",1
2210,I always wish that I'm dead,2
2211,did you see our latest article where we gave you some of our top tips for coping with anxiety  go and check it out,0
2212,It only gets worse.,1
2213,In 15 days it'll be a year since one of my best friends commuted suicide and I'm not ready for it still havent accepted it yet,2
2214,get help for  anxiety and panic attacks from an online therapist over skype  see,0
2215,"Love is an illusion and happiness is a lie. Fortunately, neither applies to you, so don't worry about it.",1
2216,I was never strong enough. I'm gonna have a break down,2
2217,new [redacted] alertmelt away anxiety  let stress and anxiety melt away with this relaxing [redacted]  download [redacted],0
2218,"Yes, this year sucked, but so have all the others.",1
2219,I don't want people in my life anymore I just want to die,2
2220,Be mindful of the timing of your communication. Proper timing can impact your emotional response as well as the ot,0
2221,"On the bright side, no matter who wins, your life will still suck.",1
2222,Thanks mom for telling me I'm gonna amount to nothing I already know that,2
2223,Lets all help to smash the stigma!  ptsi  smashthestigma  mentalhealth  firstresponders  ptsdawareness,0
2224,"In hindsight, I probably never should have been born lmao",1
2225,Considering death by suicide,2
2226,Looking for online therapy? I offer therapy via Skype for managing  anxiety and  depression more effectively and w,0
2227,can we fast forward to the inevitable failure so I can just go take a nap,1
2228,I feel like I'm losing my identity slowly to this disorder,2
2229,New episode out know !!!!!!  recovery  sober  drugfree  soberaf  12step  addiction  mentalhealth  drugaddiction,0
2230,"New shitty day, same as the old shitty day.",1
2231,I feel numb to everything,2
2232,"Some of the best ways to beat  anxiety include eating healthy snacks, breathing, and even seeing a therapist.",0
2233,"Everything is shit, so do something about it",1
2234,"I really don't care if I die, idt anyone would if I did",2
2235,Absent-minded? This book is a must-read!  depression  anxiety  ptsd  bipolar  wellness,0
2236,"If you think things are bad now, just wait until every miserable fucking day after this.",1
2237,"I seem to always hate myself, want to end this pain",2
2238,"The [redacted] have launched a mental health toolkit to help you with anxiety, depression and more. View the website here:",0
2239,SPOILER ALERT: This is all there is. It never gets better.,1
2240,I really wish I could be nice to myself. Or liked myself -[redacted],2
2241,% Natural  Eco Homemade Universal  Cleaning Products shown here  [redacted] great for,0
2242,"Someday, you and everyone you know will be dead. Sadly, you all have to endure the misery until then.",1
2243,No one will ever see me as an accomplishment,2
2244,"To help  healthcare professionals combat the mental stresses of COVID-19, were offering a complimentary three-part",0
2245,"It's adorable that you still think anything matters. Life is a waste, what a shitty day.",1
2246,"I felt disgusting every time I put food in my body, im such a pathetic loser",2
2247,We've partnered up with our friends at  [redacted] to help connect men with  mentalhealth resources using,0
2248,"I don't want to die, but I think I would enjoy being dead.",1
2249,"I deserve all the pain, I hate myself so much",2
2250," MentalHealth is hard to talk about. Learn how at one of our suicide prevention webinars. Each week, we hold a re",0
2251,There's nothing I can't ruin,1
2252,You don't deserve the burden that is me,2
2253,"Todays Mindset Monday will require you to think, reflect, and focus on accepting your  destiny. Build and embrace",0
2254,"Things are depressing enough right now, so I'm gonna focus on being positive and just remind you all that we get to die at some point.",1
2255,And no one understands why I can't do anything or why Im so sad all the time,2
2256,Monday Affirmations.  mentalhealth  mentalhealthawareness  therapy  counseling  selfcare  mentalhealthmatters,0
2257,"Fuck it, let's just give up and go to bed.",1
2258,"And there's never anyone there to help me pick up the pieces, I'll always be alone",2
2259,"I hope you're having a good morning. Great mental health stories and info coming up, so stay with us. [redacted] ",0
2260,Everything is falling apart and there's nothing we can do to stop it. Have a great day!,1
2261,No one cares about me anymore,2
2262,"You know what they say, happy mind = happy life! Have a great week ahead everyone  motivationmonday  happymind",0
2263,"Things could always be worse. And hey, they will be.",1
2264,"i'm aware of what i'm doing but not enough to stop, stop me to hurt myself",2
2265,You shouldnt strive for perfection. Perfection isn't possible. Strive for growth. Strive to be the best version of,0
2266,I'm awake. It's all downhill from here.,1
2267,for the love of god can someone just get me out of my body,2
2268,MentalHealthMonday  MentalHealth It's integral that we keep Mental Health in the forefront of our conversations.,0
2269,"Oh good, it's Friday. Really looking forward to two days filled with anxiety about it almost being Monday.",1
2270,"one thing im into is a peaceful death, life has been horrible to me",2
2271,We now offer online  therapy to help aid you and provide  Relief during this  pandemic. Call (20,0
2272,As we move into a new year and a new decade let's all keep in mind that nothing we do matters in the least.,1
2273,"living in fear is my thing, no light only darkness and pain, love they way I cut myself",2
2274,One of my favorite topics. So glad this is being discussed.  depressionhatesamovingtarget  mentalhealth,0
2275,"Christmas is over but don't worry, the credit card interest will live on forever!",1
2276,im in immense emotional pain,2
2277,"Fashion plays a big part in our  MentalHealth. If we look good, we feel good. Our confidence increases &amp; there is",0
2278,The regret you feel about never really trying is alleviated a bit by knowing how miserably you would have failed.,1
2279,"my body disappoints me more with each passing day, I hate myself",2
2280,Do something unique. Be yourself. And you have no competition.  mentalhealth  discipline  freedom,0
2281,Today was just another wasted day on the inevitable journey to death. Feeling blessed,1
2282,"im a loser and its fine, maybe its time to end myself",2
2283,How do you spot the signs of someone struggling with mental health issues?,0
2284,You have the rest of your life in front of you. Unfortunately.,1
2285,"My Brain Taught Me About Self-Torture, it helps so much",2
2286,Great work by [redacted] College Mental Health Team upping the support for students who are suffering mental health iss,0
2287,"You can hate me if you want, but you'll never be better at it than I am.",1
2288,"no matter what im doing, theres a little voice in my head whispering whats the point?",2
2289,It was like have a friend to off load to but who would then turn things around by supporting me to think positively,0
2290,"They're not hopes and dreams, they're failures that just haven't happened yet. Have a great week!",1
2291,im always staring at people because im just like shocked theyre fine with being alive,2
2292,Free help for educators  mentalhealth  teacher  educator,0
2293,"You could die at any moment. Even worse, you might not.",1
2294,its hard to reach out and tell people what im going through because then i have to talk to them,2
2295,"As  LGBTHistoryMonth continues, [redacted] and [redacted] Trainee [redacted] looks at societal and workplace attitudeds changing positively",0
2296,"Just go to bed and maybe things will be better tomorrow. They won't be, but there's always a chance you'll die in your sleep.",1
2297,"i wonder if people hate me more or less than i think they do, coz I certainly hate myself a lot more",2
2298,This was an humbling watch on  MentalHealth Top footballers talking very openly &amp; candidly about big battles they'v,0
2299,"Good things come to those who wait. Death, for instance.",1
2300,"i just wanna not feel this moment, can someone please pull me out",2
2301,Finding our way between the good and bad things that are part of our lives is how we find BALANCE. TraumaPractice h,0
2302,Kidding! I feel misery.,1
2303,well everything reminds me of dying,2
2304,"If you keep negative &amp; tormenting thoughts out of your mind, positive &amp; creative thoughts will replace them.",0
2305,"As bad as things seem now, just know that they will get worse. So much fucking worse. ",1
2306,"no i dont trust myself, can someone please help I donï¿½t want to hurt myself more but I cant stop coz it feels so good",2
2307,Appointments for therapy are available online or in person (adhering to all safety guidelines &amp; protocols). See,0
2308,everything is terrible,1
2309,"I dont know why i care about the people that don't even care about me, can I just delete myself from existence",2
2310,The goal is always the same . . . . . . .  DigitalMentalHealthServices  OnlineCounselling,0
2311,Someone please come kill me. Or bring ice cream. Your call.,1
2312,"Suicide is stupid? You wanna know what is stupid? Hurting someone so much emotionally, that they think suicide is the only answer, thatï¿½s me",2
2313,"One positive of  COVID19 is the increase in online fitness classes, book clubs, support groups, and more! Are you t",0
2314,"Rest assured, things can and will always get worse.",1
2315,Overthinking killed my happiness. Insecurites killed my self esteem. Lies killed my trust,2
2316,Walking is good for relieving anxiety.  walking  exercise  running  anxiety  psychology  mentalhealthawareness,0
2317,It's Christmas Eve! Time to cry yourself to sleep.,1
2318,"When Im alone, i think, When i think, i remember, when i remember, i feel pain, when I feel pain, i cry, when i cry i cant stop.",2
2319,Always focus on what you CAN change not what you can't.  mentalhealth,0
2320,"Close your eyes and imagine your perfect life. I hope you enjoyed it, because that's the closest you'll get to attaining it.",1
2321,"I hide all my problems behind my smile. Behind my smile is a world of pain. You think you know me, but you have no idea.",2
2322,"I don't say this enough on here but I am a big  mentalhealth advocate! I am by no means a professional, but my DMs",0
2323,The world is full of opportunities. For everyone else. You're stuck where you are. Forever.,1
2324,"Do you ever feel like running away? Just suddenly leaving. No note, no warning. Just getting your shit, and leaving, coz uk u cant handle shit anymore",2
2325,fall in love with yourself!  selfcare  mentalhealth  positivity  selflove,0
2326,"It's all hopeless, so just find a hobby or something and try to waste some time before you die.",1
2327,"Sometimes you have to smile and pretend everything's okay. Hold back the tears, and just walk away from those who don't care about you.",2
2328,Crackling warm fire sound  depressionawareness  anxiety  groundingtechniques  mindfulness,0
2329,"Even if you had something fun to do, you don't have anyone to do it with.",1
2330,"Do you ever just look in the mirror and wish you could change everything about yourself?, coz I do",2
2331,Breaking down boundaries between people with and without  MentalHealth problems - download and share our 'Mental He,0
2332,There's someone out there for everyone...else.,1
2333,I wish I could talk to someone without feeling like a burden,2
2334,"Happy Monday! It looks like a smile, right?  [redacted]  oneatatime  mentalhealth  Team  Identity",0
2335,everything is awful,1
2336,Have you ever just randomly started crying because you have been holding in all the emotions inside of you,2
2337,"Last year, we enlisted the help of our top  MentalHealth experts for  worldmentalhealthday. But mental health isn",0
2338,"Sorry, I didn't have a chance to write a tweet today. I was too busy drowning in sea of misery regret.",1
2339,"Im losing my mind. And all I can do is keep quiet and smile, cant cry in front of everyone",2
2340,Monday Minds  suhacoaching  heal  BeYourself  change  selflove  livingmybestlife  selfcare  coachingtherapy,0
2341,JK nothing can fill that void!,1
2342,I said it didnt matter but my fucking heart was in pieces,2
2343,Check out this discussion that we had last week! So many great comments and tips on combating social isolation duri,0
2344,Nothing matters and everything is awful. Have a great weekend!,1
2345,"I killed my own happiness at such a young age by loving someone more than myself, now I want to killmyself",2
2346,"I am recruiting new Happiness Trainers across the UK to deliver well-being training to schools, corporations &amp; char",0
2347,"I'm dead inside, but not in the good way.",1
2348,Everyone gets tired of me at some point. Then eventually theyll leave. They all do.,2
2349,"Daily qoute: Its okay that youre changing and out growing your old self, youll be okay.  mentalhealth  selflove",0
2350,"Sometimes it feels like happiness is slipping away from me, but then I remember that I'm actually miserable, so it's cool.",1
2351,"I wanna run away, anywhere out this place, I wanna run away, otherwise ill die",2
2352,"Walk . A refreshing spring walk at lunchtime, miles to enjoy the change of weather  LEJOG6  walking  walkhappy",0
2353,Asleep is the closest I get to a positive emotion.,1
2354,"Isnt it just sad when u realized youre not special to someone anymore. Its like you still talk, but they dont care, life is painful and I wanna end this pain",2
2355," Key in fighting  COVID stress is keeping in touch with  family,  friends.",0
2356,"Try to remember the good times. Then, try to forget how fleeting and pointless they were.",1
2357,"Im the type of person that will sit in the bathroom and cry, but then walk out like nothing happened.",2
2358,Failure is good and bad at the same time. The way you work on your failure and learn from it is what matters most.,0
